variable,window,product,pipeline_id,metric,value,note
huss,validation_2006_2014,DOR,test8_v2,KGE_vs_GridMET,0.7753378372602906,
huss,validation_2006_2014,DOR,test8_v3,pooled_variance,2.100291385431774e-05,
huss,validation_2006_2014,DOR,test8_v3,p01_pooled,0.0007241630810312927,
huss,validation_2006_2014,DOR,test8_v3,p99_pooled,0.017419397830963135,
huss,validation_2006_2014,DOR,test8_v3,lag1_domain_mean,0.9607788039841317,
huss,validation_2006_2014,DOR,test8_v3,seasonal_range_domain_mean,0.01207689568400383,
huss,validation_2006_2014,DOR,test8_v3,pooled_skew,0.6686075329780579,
huss,validation_2006_2014,DOR,test8_v3,pooled_cv,0.6880673170089722,
huss,validation_2006_2014,DOR,test8_v3,KGE_vs_GridMET,0.7753378372602906,
huss,validation_2006_2014,DOR,test8_v4,pooled_variance,2.100291385431774e-05,
huss,validation_2006_2014,DOR,test8_v4,p01_pooled,0.0007241630810312927,
huss,validation_2006_2014,DOR,test8_v4,p99_pooled,0.017419397830963135,
huss,validation_2006_2014,DOR,test8_v4,lag1_domain_mean,0.9607788039841317,
huss,validation_2006_2014,DOR,test8_v4,seasonal_range_domain_mean,0.01207689568400383,
huss,validation_2006_2014,DOR,test8_v4,pooled_skew,0.6686075329780579,
huss,validation_2006_2014,DOR,test8_v4,pooled_cv,0.6880673170089722,
huss,validation_2006_2014,DOR,test8_v4,KGE_vs_GridMET,0.7753378372602906,
huss,validation_2006_2014,LOCA2,,pooled_variance,,not_applicable_external
huss,validation_2006_2014,NEX,,pooled_variance,2.68875573965488e-05,
huss,validation_2006_2014,NEX,,p01_pooled,0.0005405889241956174,
huss,validation_2006_2014,NEX,,p99_pooled,0.0199227724224329,
huss,validation_2006_2014,NEX,,lag1_domain_mean,0.9521416922702861,
huss,validation_2006_2014,NEX,,seasonal_range_domain_mean,0.012752557173371315,
huss,validation_2006_2014,NEX,,pooled_skew,0.6168232560157776,
huss,validation_2006_2014,NEX,,pooled_cv,0.6798412799835205,
huss,validation_2006_2014,NEX,,KGE_vs_GridMET,0.5987835088052159,
